단어 명,물리 명,영문 명,금칙어
닻,ANCHR,ANCHOR,앵카
대,CPS,CORPS,
대,PERIOD,PERIOD,
대,ANTI,ANTI,
대,STND,STAND,
대,LRG,LARGE,
대가,COST,COST,
대가변제,EVNY,EQUIVALENT REPAYMENT,
대간첩작전,CRSR,COUNTERESPIONAGE OPERATION,
대간첩작전보상대책지원금,CRWTPY,COUNTERESPIONAGE OPERATION REWARD COUNTERPLAN SUPP,
대결,APVMGR,APPROVE FOR THE MANAGER,
대공,ANTAIR,ANTI AIRCRAFT,
대공,ATCMMNSM,ANTI COMMUNISM,
대공감시중앙통제소,GOCC,GROUND OBSERVATION CONTROL CENTER,
대공육안감시소,AOP,AERIAL OBSERVATION POST,AOP
대공육안감시소번호,AOPNO,AERIAL OBSERVATION POST NUMBER,
대공전,AAW,ANTI AIR WARFARE,
대공제압,SEAD,SUPPRESSION OF ENEMY AIR DEFENSE,"적방공제압,SEAD"
대공중침투작전,AAINFLTOPR,ANTI AIR INFILTRATION OPERATIONS,
대공포,AAA,ANTI-AIRCRAFT ARTILLERY,
대공표적,ARTRK,AIR TRACKS,
대구,DAEGU,DAEGU,
대구경북,DGGB,DAEGU GYEONGSANGBUK-DO,
대규모,LRGSCL,LARGE SCALE,
대그룹,LRGRP,LARGE GROUP,
대금,BILL,BILL,
대금지급조건,TOAC,TYPE OF ASSISTANCE CODE,
대기,AMSP,ATMOSPHERE,
대기,WAIT,WAIT,
대기기간,WTPD,WAITING PERIOD,
대기뢰전,MCM,MINE COUNTERMEASURES,
대기시간,WAITTM,WAITING TIME,
대기시간,OSTM,ON-STATION TIME,
대기안정도분류코드,ATSTCLSCD,ATMOSPHERIC STABILITY CLASSIFICATION CODE,
대기지역,STNDBYAR,STAND BY AREA,대기장소
대기차선,WTFF,WAITING TRAFFIC LANE,
대기품목,STDBYITM,STAND BY ITEM,
대납,PAYPRX,PAYMENT BY PROXY,
대납자,PRXPAYER,PAYMENT BY PROXY PERSON,
대내,INTR,INTERIOR,
대내외,DMFN,DOMESTIC AND FOREIGN POLICIES,
대당,PCU,PER COUNTING CUNIT,
대당장착수량,QPA,QUANTITY PER APPLICATION,
대대,BN,BATTALION,
대대번호,BNNO,BATTALION NUMBER,
대대원,MBRBTL,MEMBER OF BATTALION,
대대장,BTLCMD,BATTALION COMMANDER,
대도시,MPLIS,METROPOLIS,
대량,MASS,MASS,
대량거래,LGC,LARGE TRANSACTION,
대량살상무기,WMD,Weapons of Mass Destruction,
대량유류,BLKPTRL,BULK PETROLEUM,
대량유류저장시설,BSTNK,BULK STORAGE TANK,
대량이동식인쇄체계,MPS,MULTIPLE PRINTING SYSTEM,MPS
대량전상자,MASCAL,MASS CASUALTY,
대량탈북난민관리번호,MDNKRMNO,MASS DEFECTION FROM NORTH KOREA REFUGEE MANAGEMENT NUMBER,
대령,COL,COLONEL,
대류,CNVCTN,CONVECTION,
대륙,CNTNT,CONTINENT,
대륙붕,CNLHF,CONTINENTAL SHELF,
대륙코드,CTNCD,CONTINENT CODE,
대리,AGNC,AGENCY,
대리권,AGCYTH,AGENCY AUTHORITY,
대리인,AGNT,AGENT,대리자
대리점,AGENCY,AGENCY,
대리출납공무원,DCAO,DELEGATED CLASS AGENT OFFICER,
대면,MTFTF,MEET FACE TO FACE,
대물,SBST,SUBSTITUTE,
대물대차,LBSTS,LOAN BY SUBSTITUES,
대물배상,PDL,PROPERTY DAMAGE LIABILITY,대물배상책임
대물변제,PAYSBT,PAYMENT IN SUBSTITUTES,
대미,TWDAMR,TOWARD AMERICA,
대미문서번호,TADOCNO,TOWARD AMERICA DOCUMENT NUMBER,
대민,TWDCVLN,TOWARD CIVILIANS,
대방사무장,ARM,ANTI RADIATION MUNITION,
대방사무장표적식별체계,ATS,ARM TARGETING SYSTEM,
대법관,JSTPMC,JUSTICE OF THE SUPREME COURT,
대법원,SCOURT,THE SUPREME COURT,
대법원장,CJSMR,CHIEF JUSTICE OF SUPREME COURT,
대변,CRD,CREDIT,
대변,FECES,FECES,
대변기,CLSBWL,CLOSET BOWL,
대변차변,CRDBT,CREDIT AND DEBIT,"차대변,차대,차변대변"
대변차변구분코드,CRDBTDVCD,CREDIT AND DEBIT DIVISION CODE,
대별,GNRCL,GENERAL CLASSIFICATION,
대부,LOANG,LOANING,
대부계약,LOANCTR,LOAN CONTRACT,
대부금,LNAMT,LOANING AMOUNT,
대부료,LOANFEE,LOANING FEE,
대부일자,LOANDT,LOANING DATE,대부일
대부자,LOANER,LOANER,
대분류,LRGCLS,LARGE CLASSIFICATION,
대분배계통,WSL,WHOLE SALE LEVEL,
대불금,SBTPAY,SUBSTITUTE PAYMENT,
대비,PRPRTN,PREPARATION,
대비,VS,VERSUS,
대비책,PRCTN,PRECAUTION,
대사,CMPR,COMPARISON,
대상,CPSBT,COMPENSATION IN SUBSTITUTES,
대상,OBJCT,OBJECT,
대상건수,TRGCNT,TARGET COUNT,
대상금액,TRGAMT,TARGET AMOUNT,
대상물,TRGT,TARGET,
대상번호,OBJNO,OBJECT NUMBER,
대상신체검사코드,OBJPHMCD,OBJECT PHYSICAL EXAMINATION CODE,
대상자,TGTPSN,TARGETED PERSON,
대상청구권,TRGCLM,TARGET CLAIM,
대상포진,HPZST,HERPES ZOSTER,
대소사,MATGS,MATTERS GREAT AND SMALL,
대손,BADBT,BAD DEBTS,
대손상각,BTD,BAD DEBTS DEPRECATION,
대손추산,DLPF,THE DEAD LOAN PROFORMA,대손추정
대손충당금,AFBD,ALLOWANCE FOR BAD DEBTS,대손충당금액
대수,CNTUNT,COUNTING UNIT,댓수
대수술,MAJOP,MAJOR OPERATION,
대습상속,IRCRN,INHERITANCE BY REPRESENTATION,
대시,DASH,DASH,
대안,FRBNK,FAR BANK,
대여,LEND,LEND,
대여금,LNDAMT,LEND AMOUNT,대여금액
대여료,RENTFEE,RENTAL FEE,
대여번호,LENDNO,LEND NUMBER,
대여양도목적코드,LATOCD,LEND AND TRANSFER OBJECTIVE CODE,
대여일자,LENDT,LEND DATE,대여일
대여자,LENDER,LENDER,
대역,BAND,BAND,
대열,SRL,SERIAL,
대외,EXTNL,EXTERNAL,
대외군사판매,FMS,FOREIGN MILITARY SALES,FMS
대외군사판매문서번호,FMSDNO,FOREIGN MILITARY SALES DOCUMENT NUMBER,
대외군사판매법,FMSACT,FOREIGN MILITARY SALES ACT,
대외군사판매오퍼요청서번호,FMSLORNO,FOREIGN MILITARY SALES LETTER OF REQUEST NUMBER,
대외군사판매지원종류코드,FMSSKCD,FOREIGN MILITARY SALES SUPPORT KIND CODE,
대외비,CFDTL,CONFIDENTIAL,
대외원조법,FAA,FOREIGN ASSISTANCE ACT,
대우,TRTM,TREATMENT,
대우주,CNTRSPC,COUNTER SPACE,
대원수,GLSIMO,GENERALISSIMO,
대월,OVRDFT,OVERDRAFT,
대위,CPT,CAPTAIN,
대위변제,SUBRGT,SUBROGATION,
대유형,LRTY,LARGE TYPE,
대응,CFRTN,CONFRONTATION,
대응책,CTMS,COUNTERMEASURE,
대인,AP,ANTI-PERSONNEL,
대인담보,PRSNLSCR,PERSONAL SECURITY,
대인배상,BIL,BODILY INJURY LIABILITY,대인배상책임
대인배상1,BI1,BODILY INJURY 1,대인1
대인배상2,BI2,BODILY INJURY 2,대인2
대인용,ANPSN,FOR ANTI-PERSONNEL,
대인지뢰,ATPSNMN,ANTI PERSONNEL MINES,
대잠경계,ASS,ANTI SUBMARINE SCREEN,
대잠전,ASW,ANTI SUBMARINE WARFARE,
대잠전지원,ASWAS,ANTI SUBMARINE WARFARE ASSISTANCE,
대잠전참조점자료,ASWRPD,ANTI SUBMARINE WARFARE REFERENCE POINT DATA,
대잠표적,SBSTR,SUBSURFACE TRACKS,
대장,LDGR,LEDGER,
대장,GEN,GENERAL,
대장물,REG,REGISTER,
대장번호,LDGRNO,LEDGER NUMBER,
대장정리필구분코드,LAFDCD,LEDGER ARRANGEMENT FINISHED DIVISION CODE,
대전,DAEJEON,DAEJEON,
대전차,ATTNK,ANTI-TANK,
대전차구,ATD,ANTI-TANK DITCH,
대전차용,ANTTNK,FOR ANTI-TANK,
대전차지뢰,ATTNKMN,ANTI TANK MINES,
대전충남,DJCN,DAEJEON CHUNGCHEONGNAM-DO,
대절,RSRVD,RESERVED,
대정보,CI,COUNTER INTELLIGENCE,
대정보보고서유형코드,CIRPTTYCD,COUNTER INTELLIGENCE REPORT TYPE CODE,
대정보분석보고서,CIARPRT,COUNTER INTELLIGENCE ANALYSIS REPORT,
대정보자료구분코드,CIDTADVCD,COUNTER INTELLIGENCE DATA DIVSION CODE,
대정보자료출처코드,CIDTASRCD,COUNTER INTELLIGENCE DATA SOURCE CODE,
대조,CONTR,CONTRAST,
대졸,CLGGRD,COLLEGE GRADUATES,
대중교통,TRNT,TRANSIT,
대중소,LMS,"LARGE, MIDDLE AND SMALL",
대중화,PLRZ,POPULARIZATION,
대지,PLTLND,PLOT OF LAND,
대지,ANTGRND,ANTI GROUND,
대지면적,PLTAR,PLOT AREA,
대지속도,GRDSPD,GROUND SPEED,
대차,TRCK,TRUCK,
대차,CRNDBSD,CREDIT AND DEBIT SIDE,
대차,BRWLND,BORROWING AND LENDING,
대차대조표,BS,BALANCE SHEET,"B/S,BS"
대차료,RNTLFEE,RENTAL FEE,
대책,MSRS,MEASURES,
대철항,LRGIRNPK,LARGE IRON PACK,
대체,ITCHG,INTERCHANGE,
대체DODIC,SBTDODIC,SUBSTITUTE DODIC,
대체일자,ITCHGDT,INTERCHANGE DATE,대체일
대체조달,ALTSPL,ALTERNATIVE SUPPLY,
대체집행,EBRXY,EXECUTION BY PROXY,
대체품목,SBTITM,SUBSTITUTE ITEM,"대치품,대체품"
대체품목식별코드,ISACD,INTERCHANGEABLE AND SUBSTITUTE ACTION CODE,
대출,LENDING,LENDING,
대출금,LDMY,LOANED MONEY,
대출금리,LOANINT,LOAN INTEREST,
대출번호,LNDNGNO,LENDING NUMBER,
대출일자,LNDNGDT,LENDING DATE,대출일
대출자,BRWR,BORROWER,
대충,SPLM,SUPPLEMENT,
대치,SUBST,SUBSTITUTION,
대침투,CTRIFT,COUNTER INFILTRATION,
대침투보고서종류코드,CTRFTRPTKNCD,COUNTER INFILTRATION REPORT KIND CODE,
대칭,SYMM,SYMMETRY,
대테러,CTRTRR,COUNTER TERRORISM,
대통령,PRSDT,PRESIDENT,
대통령경호실,PSS,PRESIDENTIAL SECURITY SERVICE,
대통령당선인,ELPRSDNT,PRESIDENT GETTING ELECTED,
대통령비서실,CWD,OFFICE OF THE PRESIDENT,
대통령직,PRSDNCY,PRESIDENCY,
대파,GRTDMG,GREAT DAMAGE,
대파손실,GRTLOSS,GREAT DAMAGE LOSS,
대표,RPST,REPRESENT,
대표계정과목,BCOA,THE BASIS TITLE OF ACCOUNTS,
대표계정과목코드,BTACD,THE BASIS TITLE OF ACCOUNTS CODE,
대표단,DLGT,DELEGATION,
대표소송,RRNVT,REPRESENTATIVE SUIT,
대표업체구분코드,RPENTDVCD,REPRESENT ENTERPRISE DIVISION CODE,
대표이사,RPSTDRT,REPRESENTATIVE DIRECTOR,
대표자,RPSTV,REPRESENTATIVE,
대표표적여부,PRSTTGTYN,REPRESENT TARGET YES OR NO,
대피,TKSTR,TAKE SHELTER,
대피소,SHLTR,SHELTER,
대피호,BMSLT,BOMB SHELTER,
대피호형태코드,STRCTYCD,SHELTER TRENCH TYPE CODE,
대하,LEUKOR,LEUKORRHEA,
대학,UNIV,UNIVERSITY,
대학병원,UNVHSPT,UNIVERSITY HOSPITAL,
대학생,UNVSTD,UNIVERSITY STUDENT,
대학원,GRDTSCHL,GRADUATE SCHOOL,
대학원생,GRDTSTD,GRADUATE STUDENT,
대한민국,KOR,KOREA,"ROK,한국"
대한민국국민,RCFKP,REPUBLIC OF KOREA PEOPLE,
대한민국법인,RKRRP,REPUBLIC OF KOREA CORPORATION,
대한민국선박,RCKRH,REPUBLIC OF KOREA SHIP,
대함전,ASUW,ANTI SURFACE WARFARE,
대함표적,SFTRK,SURFACE TRACKS,
대항군,OPFOR,Opposite Force,
대항방책,OCOA,OPPOSING COURSE OF ACTION,
대해상침투작전,ASIOPR,ANTI SEA INFILTRATION OPERATION,
대행,VICEXC,VICARIOUS EXECUTION,
대행감사,VCCP,VICARIOUS EXECUTION INSPECTION,
대행감사위탁감사,VCSNP,VICARIOUS EXECUTION INSPECTION _ TRUST INSPECTION,
대행검사기관,VXTTT,VICARIOUS EXECUTION TEST INSTITUTION,
대행사,AGNCY,AGENCY,
대행임무,VXMSN,VICARIOUS EXECUTION MISSION,
대행자,PROXY,PROXY,
대형,FMTN,FORMATION,
대형금속용기,LSMN,LARGE SIZE METAL CONTAINER,
대형상륙함,LST,LANDING SHIP TANK,LST
대형상황전시기,LSD,LARGE SCREEN DISPLAY,
대형용기,BNST,BIG INSTRUMENT,
대형주,LTK,LARGE STOCK,
대화,CVST,CONVERSATION,
대화력전,CFPW,COUNTER FIRE POWER WARFARE,
대화력전탄종코드,CFPWKNOAMCD,COUNTER FIRE POWER WARFARE KIND OF AMMUNITION CODE,
대화력표적규모코드,CFPTGSCALCD,COUNTER FIRE POWER TARGET SCALE CODE,
대화방,CHTRM,CHATTING ROOM,
대화방번호,CHTRMNO,CHATTING ROOM NUMBER,
댐,DAM,DAM,
댓글,CMNT,COMMENT,
더미테이블,DMMYTBL,DUMMY TABLE,
덕망,MRINF,MORAL INFLUENCE,
덕트,DUCT,DUCT,
덤프,DUMP,DUMP,
덤핑,DUMPNG,DUMPING,
데드링크,DELINK,DEAD LINK,
데몬,DEMON,DEMON,
데시벨,DCBL,DECIBEL,
데이터,DATA,DATA,"데이타,DATA"
데이터공유환경,SHADE,SHARED DATA ENVIRONMENT,SHADE
데이터그램,DTGRM,DATAGRAM,
데이터링크,DATALINK,DATALINK,
데이터마트,DTWRH,DATA WAREHOUSE,
데이터베이스,DB,DATABASE,DB
데이터베이스관리자,DBA,DATABASE ADMINISTRATOR,
데이터상세유형코드,DATADTLTYCD,DATA DETAIL TYPE CODE,
데이터웨어하우스,DW,DATA WAREHOUSE,
데이터유형코드,DATATYCD,DATA TYPE CODE,
데이터조작언어,DML,DATA MANAGEMENT LANGUAGE,DML
데이터처리,DTPRCS,DATA PROCESSING,
데이터통신,DTMM,DATA COMMUNICATION,
델타,DLTA,DELTA,DELTA
델파이기법,DPHTCH,DELPHI TECHNIQUE,
도,PCTR,PICTURE,
도,DO,DO,
도곽선,NTLN,NEAT LINE,
도관,CDT,CONDUIT,
도교,GWAY,GANGWAY,
도구,INSTRMNT,INSTRUMENT,
도금,PLTNG,PLATING,
도급,CTRTWRK,CONTRACT FOR WORK,
도급경비,CTRCST,CONTRACT COST,
도급계약,INVTCTRT,INVITED CONTRACT,
도급공사,CTRTCNST,CONTRACT CONSTRUCTION,
도급업체,CTRTENT,CONTRACT ENTERPRISE,
도난,ROBR,ROBBERY,
도내,PRVNCL,PROVINCIAL,
도달,ARVL,ARRIVAL,
도덕성,MRLTY,MORALITY,
도래,ADVNT,ADVENT,
도량,LENVLM,LENGTH AND VOLUME,
도량형,WAM,WEIGHTS AND MEASURES,
도량형코드,WNMCD,WEIGHTS AND MEASURES CODE,
도로,ROAD,ROAD,
도로구간,RDSC,ROAD SECTION,
도로기장,RDLEN,ROAD LENGTH,
도로기종점,RBEP,ROAD BEGIN AND END POINT,
도로대화구,RDCRTR,ROAD CRATER,
도로망,RDNTW,ROAD NETWORK,
도로망체계,RDNWSYS,ROAD NETWORK SYSTEM,
도로명,RN,ROAD NAME,
도로명기본도,RNBM,ROAD NAME BASIC MAP,
도로명번호,RDNMNO,ROAD NAME NUMBER,
도로명사업,RDNMBIZ,ROAD NAME BUSINESS,
도로명시설,RDNMFCT,ROAD NAME FACILITY,
도로명주소,RDNMADR,ROAD NAME ADDRESS,
도로명주소데이터베이스,RNAD,ROAD NAME ADDRESS DATABASE,
도로명주소통합센터,RNAIC,ROAD NAME ADDRESS INTEGRATION CENTER,
도로명코드,RDNMCD,ROAD NAME CODE,
도로번호,ROADNO,ROAD NUMBER,
도로정찰대,ROADRT,ROAD RECONNAISSANCE TEAM,
도로차선구분코드,RODLANCD,ROAD LANE SECTION CODE,
도로폭구분코드,RODWDTCD,ROAD WIDTH SECTION CODE,
도로표면상태코드,ROADSRFCSTCD,ROAD SERFACE STATE CODE,
도로형태코드,ROADSHAPECD,ROAD SHAPE CODE,
도매,WHSAL,WHOLESALE,
도매인,WHLSALR,WHOLESALER,
도메인,DMN,DOMAIN,DOMAIN
도메인네임시스템,DNS,DOMAIN NAME SYSTEM,
도면,DRWNG,DRAWING,
도면류,DRWKND,DRAWING KIND,
도면번호,DRWGNO,DRAWING NUMBER,
도박,GAMBLE,GAMBLE,
도발,PRVCT,PROVOCATION,
도보,WLK,WALKING,
도보교,WWBRDG,WALKWAY BRIDGE,
도분좌표,DMCORD,DEGREE MINUTES COORDINATE,
도분초좌표,DMSCORD,DEGREE MINUTES SECOUNDS COORDINATE,
도산,BKRC,BANKRUPTCY,
도색,PNTNG,PAINTING,
도서,BKS,BOOKS,
도서,ISLND,ISLANDS,
도서번호,BOOKNO,BOOKS NUMBER,
도서벽지,IDSRTS,ISLANDS AND REMOTE AREAS,
도서벽지구분코드,IRPDCD,ISLANDS REMOTE PLACE DIVISION CODE,
도선,FERRY,FERRY,
도선사업,FRYB,FREEY BUSINESS,
도선수습생,PLINTN,PILOT INTERN,
도선장,FRRSTN,FERRY STATION,나루터
도선장번호,FSNO,FERRY STATION NUMBER,
도섭,FORD,FORD,
도섭장,FDGST,FORDING SITE,
도수,MNBR,MEASUREMENT NUMBER,
도시,ILLS,ILLUSTRATION,
도시,TOWN,TOWN,
도시계획,CTPLN,CITY PLANNING,
도시계획시설코드,CPICD,CITY PLANNING INSTALLATION CODE,
도시기반시설,CTIFR,CITY INFRASTRUCTURE,
도시요소,DITEM,DISPLAY ITEM,
도시요소유형코드,DITEMTYPECD,DISPLAY ITEM TYPE CODE,
도시요소종류코드,DITEMKNDCD,DITEM KIND CODE,
도시화,UBNZTN,URBANIZATION,
도시화구분코드,UBNZTNCD,URBANIZATION SECTION CODE,
도엽,MPSHT,MAP SHEET,
도엽번호,MPSHTNO,MAP SHEET NUMBER,
도예,POTRY,POTTERY,
도우미,HLPR,HELPER,
도움,HELP,HELP,
도움말,HLP,HELP,
도유지,DOLND,DO LAND,
도입,INTRO,INTRODUCTION,
도입일자,INTRODT,INTRODUCTION DATE,도입일
도장,SEAL,SEAL,인장
도전,CHLAG,CHALLENGE,
도전선,EFW,ELECTRIC FIRING WIRE,
도주,ESCP,ESCAPE,
도착,ARRVL,ARRIVAL,
도착률,ARRVLRT,ARRIVAL RATE,
도착역,ARVLSTN,ARRIVAL STATION,종료역
도착일자,ARVLDT,ARRIVAL DATE,도착일
도착지,DSTN,DESTINATION,착지
도착지코드,AACD,ARRIVAL AREA CODE,
도착항,PTARVL,PORT OF ARRIVAL,
도착항지역,OUTBND,OUT-BOUND,OUT-BOUND
도축,BUTCH,BUTCHERY,
도출,DDUC,DEDUCTION,
도태,PHSOUT,PHASEOUT,
도태계획,PHSOPLN,PHASEOUT PLANNING,
도태일자,PHSOUTDT,PHASEOUT DATE,도태일
도파민,DPMN,DOPAMINE,DOPAMINE
도폭,DTNG,DETONATING,
도폭선,DTNCRD,DETONATING CORD,
도표,CHART,CHART,
도표번호,CHTNO,CHART NUMBER,
도피,EVS,EVASION,
도피탈출,EANDE,EVASION AND ESCAPE,
도하,RVRCRS,RIVER CROSSING,
도하지점,CRST,CROSSING SITE,
도하지점번호,CRSTNO,CROSSING SITE NUMBER,
도해,EXPDGM,EXPLANATORY DIAGRAM,
도형,FGR,FIGURE,
도형종류코드,FGRKNCD,FIGURE KIND CODE,
도화,SQUIB,SQUIB,
도화선,FRWR,FIRING WIRE,
독려,NCRGD,ENCOURAGED,
독립,INDP,INDEPENDENCE,
독립공채,INDS,INDEPENDENCE BONDS,
독립부대,SPRUNT,SEPARATE UNIT,
독립운용,SPOPR,SEPARATE OPERATING,
독립채무,INDPNDNCDET,INDEPENDENCE DEBT,
독립채산제,SAS,SELF-SUPPORTING ACCOUNTING SYSTEM,
독서실,READRM,READING ROOM,
독촉,URGE,URGE,
독촉일자,URGEDT,URGE DATE,독촉일
독촉장,RMND,REMINDER,
독해,RDNG,READING,
돌격,ASLT,ASSAULT,
돌격상태코드,ASLTSTATECD,ASSAULT STATE CODE,
돌봄,CARE,CARE,
돌풍,GUST,GUST,
돌핀,DOLPHN,DOLPHIN,
동,EAST,EAST,
동,DONG,DONG,
동가,SMPRC,SAME PRICE,
동거,COHBT,COHABIT,
동거점,ESTPS,EAST POSITION,
동결,FRZN,FROZEN,
동결일자,FRZNDT,FROZEN DATE,동결일
동결코드,FR,FROZEN CODE,
동경,ESTLN,EAST LONGITUDE,
동계,WNTSN,WINTER SEASON,
동공,PUPIL,PUPIL,
동기,MOTV,MOTIVE,
동기,SNCNZ,SYNCHRONIZATION,
동기생,CLSMT,CLASSMATE,
동기식전송망,SNNRK,SYNCHRONOUS NETWORK,
동기화,SNCZT,SYNCHRONIZATION,
동남,EASTSUTH,EAST SOUTH,
동남아,SEASIA,SOUTH-EAST ASIA,
동남아국가연합,ASEAN,ASSOCIATION OF SOUTH-EAST ASIAN NATIONS,
동내의,WTRUDW,WINTER UNDERWEAR,
동년,SMYR,SAME YEAR,
동등,EQVLT,EQUIVALENT,
동력,PWR,POWER,
동력반,PWSCT,POWER SECTION,
동력선,PWRBOT,POWERBOAT,
동력수상레저기구,PALU,POWER AQUATIC LEISURE UTENSILS,
동력어선,PWRFSBT,POWER FISHERBOAT,
동력원,PWSRC,POWER SOURCE,
동료,CLG,COLLEAGUE,
동류전용,CNBL,CANNIBALIZATION,
동류전용일자,CNBLDT,CANNIBALIZATION DATE,동류전용일
동맹,ALLNC,ALLIANCE,
동맹군전쟁예비물자,WRSA,WAR RESERVE STOCKS FOR ALLIES,WRSA
동물성,ANMLT,ANIMALITY,
동물원,ZOO,ZOO,
동반,ACPN,ACCOMPANY,
동보통신,MLTADRCL,MULTI ADDRESS CALLING,
동봉,NCLSE,ENCLOSE,
동부,ESTPT,EASTERN PART,
동사,VERB,VERB,
동사무소,DONGOFC,OFFICE OF A DONG,
동산,MVAST,MOVABLE ASSETS,
동산물권,RROM,REAL RIGHTS OVER MOVABLES,
동산질,PLDGMOV,PLEDGE OF MOVABLES,
동상,STATU,STATUE,
동석,STGR,SIT TOGHTER,
동수,UNTBD,UNIT FOR BUILDING,
동승,RDTGTR,RIDING TOGETHER,
동승자,FLWPSG,FELLOW PASSENGER,
동시,SMTM,SAME TIME,
동시개설신용장,BBLC,BACK TO BACK LETTER OF CREDIT,
동시교전,SMTEG,SIMULTANEOUS ENGAGEMENTS,
동시동원,CMOB,CONCURRENT MOBILIZATION,
동시전송,SMTMTRNS,SAME TIME TRANSMISSION,
동시조달수리부속,CSP,CONCURRENT SPARE PARTS,CSP
동시조달수리부속산정모델,OASIS,OPTIMAL ALLOCATION OF SPARES FOR INITIAL SUPPORT,
동심,CNCTR,CONCENTRIC,
동심원,CNTCC,CONCENTRIC CIRCLE,
동업,SMTRD,SAME TRADE,
동영상,VDO,VIDEO,
동요,UNSTTLE,UNSETTLE,
동원,MOB,MOBILIZATION,
동원계획,MBPLN,MOBILIZATION PLAN,
동원단계,MBP,MOBILIZATION PHASE,
동원단계코드,MBPCD,MOBILIZATION PHASE CODE,
동원대상코드,MOBOBJCD,MOBILIZATION OBJECT CODE,
동원령,MBORD,MOBILIZATION ORDER,
동원미지정,MOBUND,MOBILIZATION NOT DESIGNATION,
동원방법코드,MOBMTDCD,MOBILIZATION METHOD CODE,
동원범위코드,MOBSCD,MOBILIZATION SCOPE CODE,
동원병,MOBCS,MOBILIZED COMMON SOLDIER,
동원부대유형코드,MOBUTCD,MOBILIZATION UNIT TYPE CODE,
동원부문코드,MOBSCTNCD,MOBILIZATION SECTION CODE,
동원소요,MBRQM,MOBILIZATION REQUIREMENT,
동원시기코드,MOBTMCD,MOBILIZATION TIME CODE,
동원업체구분코드,MOBENTDVCD,MOBILIZATION ENTERPRISE DIVISION CODE,
동원운영구분코드,MOBOPRDVCD,MOBILIZATION OPERATION DIVISION CODE,
동원일,MOBDAY,MOBILIZATION DAY,
동원일시구분코드,MBDDCD,MOBILIZATION DAY HOUR DIVISION CODE,
동원일자관리일련번호,MSNO,MANAGEMENT SERIAL NUMBER,
동원자원,MBRSRC,MOBILIZATION RESOURCES,
동원자원구분코드,MBRSRCDVSCD,MOBILIZATION RESOURCE DIVISION CODE,
동원지정,APNTMB,APPOINTMENT FOR MOBILIZATION,
동원지정번호,AMOBNO,APPOINTMENT FOR MOBILIZATION NUMBER,
동원편성,MBORG,MOBILIZATION ORGANIZATION,
동원품목일련번호,MOBITMSN,MOBILIZATION   ITEM SERIAL NUMBER,
동원형태코드,MOBSHPCD,MOBILIZATION SHAPE CODE,
동원회선종류코드,MCRCTKNDCD,MOBILIZATION CIRCUIT KIND CODE,
동원훈련물자,MEM,MOBILIZATION EXERCISE MATERIEL,
동위원소,ISTP,ISOTOPE,
동의,AGR,AGREE,
동의부대,DONGUI,DONGUI UNIT,924의료지원단
동의서,WRTCST,WRITTEN CONSENT,
동의어,SYNONM,SYNONYM,
동의일자,AGRDT,AGREE DATE,동의일
동일,IDNT,IDENTITY,
동일검사,IINP,IDENTITY INSPECTION,
동작,MVMNT,MOVEMENT,
동적,DYNM,DYNAMIC,
동전,COIN,COIN,
동절기,WNTTM,WINTER TIME,
동종,SMKND,SAME KIND,
동체,FSLG,FUSELAGE,
동통,ACHE,ACHE,
동파,FRZBUR,FROZEN TO BURST,
동하절기,WSTM,WINTER OR SUMMER TERM,
동해,ETSA,EAST SEA,
동해활동,ESACT,EAST SEA ACTIVITY,
동행,GOTGTR,GOING TOGETHER,
동행인,TGRPN,TOGETHER PERSON,
동향,TRND,TREND,
동향,ETING,FACING EAST,
동호,SMTST,SAME TASTE,
동호수,NUMBDHS,NUMBER OF BUILDING AND HOUSE,
동호회,CLUB,CLUB,
두개내압,ICP,INTRACRANIAL PRESSURE,ICP
두께,THCKNS,THICKNESS,
두바이,DUBAI,DUBAI,
두발,HAIR,HAIR,
두절,JAMD,JAMMED,
둘레,CIRC,CIRCUMFERENCE,
뒤,BACK,BACK,
뒷자리,LSTDGT,LAST DIGIT,뒤자리
드럼,DRUM,DRUM,
드레싱,DRSNG,DRESSING,
드레인,DRAIN,DRAIN,DRAIN
드레인일자,DRAINDT,DRAIN DATE,DRAIN일자
득실,GNSLSS,GAINS AND LOSSES,
득점,SCORE,SCORE,
득표,POLL,POLL,
듣기,LSTN,LISTENING,
들것,STCHR,STRETCHER,
등,LAMP,LAMP,램프
등고,ISMTRY,ISOMETRY,
등고선,CNTRLN,CONTOUR LINE,
등급,GRD,GRADE,"등위,CLASS"
등급구분코드,GRADEDVCD,GRADE DIVISION CODE,
등기,REGST,REGISTRATION,
등기권리증,REGCERT,REGISTRATION CERTIFICATE,등기필증
등기번호,REGNO,REGISTRATION NUMBER,
등기부,RGSTR,REGISTER,
등기부등본,CCR,CERTIFIED COPY OF THE REGISTER,
등기소,REGOFC,REGISTRY OFFICE,등기기관
등기소유자구분코드,RODCD,REGISTRATION OWNER DIVISION CODE,
등기신청구분코드,RADCD,REGISTRATION APPLICATION DIVISION CODE,
등기용지,RTL,REGISTRY FOLIO,
등기원인일자,REGCSDT,REGISTRATION CAUSE DATE,등기원인일
등기일자,REGDT,REGISTRATION DATE,등기일
등기촉탁서,EDR,ENTRUSTING DOCUMENT FOR REGISTRATION,
등기필,FNSREG,FINISHED REGISTRATION,
등기필일자,FNSREGDT,FINISHED REGISTRATION DATE,등기필일
